candidate_id,age,years_of_experience,job_role,education,interview_platform,communication_score,vocabulary_richness,filler_words_per_min,confidence_score,eye_contact_score,posture,stress_level,avg_response_time,interview_duration,sentiment_score,performance_score,hiring_decision
CAND_4E1DE9,30,6,Sales Executive,PhD,Zoom,58.12,0.606,5,100.0,,Neutral,8.16,3.95,40,0.519,73.75,Hired
CAND_87DC10,29,6,Marketing Analyst,Associate,Zoom,74.32,0.37,4,100.0,100.0,Confident,8.85,3.72,35,0.4,91.28,Second Round
CAND_E7BF9F,28,6,Software Engineer,Bachelor's,HireVue,42.25,0.537,15,90.52,65.05,Confident,8.75,3.54,54,0.531,55.38,Rejected
CAND_F6012D,29,11,Business Analyst,Associate,Zoom,76.68,0.615,8,100.0,100.0,Confident,21.73,4.37,58,0.318,84.01,Rejected
CAND_9F5F31,37,15,Sales Executive,Associate,HireVue,45.6,0.534,9,100.0,98.79,Confident,3.08,3.78,46,0.535,61.9,Rejected
CAND_8AEF71,20,0,Data Scientist,Master's,Zoom,42.24,0.514,12,71.17,75.97,Confident,,3.66,47,0.487,54.17,Rejected
CAND_CB190E,32,5,Sales Executive,Bachelor's,Google Meet,,0.428,9,100.0,90.42,Confident,12.81,4.21,22,0.233,70.04,Rejected
CAND_C5E811,25,5,Software Engineer,Bachelor's,Google Meet,33.24,0.731,14,91.25,74.69,Confident,6.61,3.45,50,0.892,52.11,Rejected
CAND_5DF091,25,1,Data Scientist,Associate,Google Meet,50.21,0.779,10,55.72,73.06,Slouched,39.25,6.35,47,0.437,52.15,Rejected
CAND_1AB607,20,0,Software Engineer,Associate,Teams,63.69,0.85,14,100.0,85.58,Confident,3.93,4.04,45,0.581,77.58,Hired
CAND_BCF933,26,4,Data Scientist,PhD,HireVue,57.75,0.95,12,100.0,72.08,Confident,6.95,,33,0.525,63.73,Rejected
CAND_D28901,34,13,UX Designer,Master's,Zoom,44.41,0.645,16,74.66,87.57,Neutral,54.31,5.89,61,0.745,52.4,Rejected
CAND_2B9610,33,14,UX Designer,Associate,HireVue,60.06,0.542,5,100.0,83.13,Confident,8.19,3.77,37,0.636,68.95,Rejected
CAND_E51E4E,32,9,Marketing Analyst,Associate,HireVue,51.92,0.495,9,100.0,89.09,Confident,23.67,4.33,42,0.361,66.81,Rejected
CAND_30C56C,20,0,Business Analyst,Bachelor's,Google Meet,86.89,0.704,4,100.0,100.0,Confident,31.22,6.13,42,0.317,87.44,Second Round
CAND_E308E3,37,14,Data Scientist,Master's,HireVue,38.74,0.744,12,100.0,,Confident,9.19,3.88,46,0.571,54.57,On Hold
CAND_665EB6,29,2,Product Manager,Master's,Zoom,56.22,0.902,4,100.0,76.12,Confident,2.15,3.36,37,0.524,59.61,Rejected
CAND_FF4EAE,26,0,Software Engineer,Associate,Zoom,59.87,0.623,5,94.8,80.77,Confident,18.57,4.68,60,0.709,56.57,Rejected
CAND_884762,42,20,Software Engineer,Master's,Zoom,62.24,0.206,4,81.26,63.26,Confident,28.01,4.45,34,0.176,62.57,Rejected
CAND_03A691,41,18,Sales Executive,Master's,Zoom,78.4,0.514,8,86.57,70.05,Confident,24.38,4.78,38,0.149,78.47,Hired
CAND_1EBE63,28,7,Data Scientist,Associate,Teams,77.13,0.565,6,63.6,58.47,Slouched,32.07,6.32,41,0.629,78.99,Hired
CAND_18F5F1,41,20,Business Analyst,Associate,Google Meet,59.84,0.349,8,61.6,57.18,Slouched,36.77,5.53,28,0.616,59.85,Rejected
CAND_11E137,29,1,Product Manager,PhD,Teams,61.03,0.695,8,83.46,78.43,Neutral,20.43,4.54,31,0.708,66.75,Rejected
CAND_C74886,32,8,Business Analyst,Bachelor's,Zoom,85.59,0.407,10,92.7,95.18,Confident,25.27,4.45,48,0.31,90.16,Hired
CAND_B1C6B2,26,4,Product Manager,PhD,Teams,41.98,0.59,8,63.72,51.43,Neutral,33.5,4.78,48,0.486,51.59,Rejected
CAND_5FA213,23,3,Software Engineer,Master's,Zoom,87.88,0.45,5,100.0,100.0,Confident,25.53,,53,0.823,94.22,Hired
CAND_AB1769,22,0,HR Manager,Master's,Zoom,51.98,0.578,12,71.2,53.63,Neutral,34.1,4.89,57,0.729,63.87,Rejected
CAND_264045,28,8,Software Engineer,Bachelor's,Teams,78.69,0.461,7,100.0,73.06,Confident,13.22,4.62,43,0.431,77.81,Hired
CAND_160F44,37,17,Marketing Analyst,Associate,HireVue,51.34,0.714,7,100.0,77.23,Confident,9.73,,49,0.516,56.46,Rejected
CAND_077469,23,1,Product Manager,PhD,HireVue,54.47,0.699,9,100.0,,Confident,7.31,3.98,50,0.426,65.85,Hired
CAND_D7A3E5,35,13,Software Engineer,Master's,HireVue,72.17,0.641,4,100.0,63.98,Confident,13.01,3.66,38,0.451,94.61,Hired
CAND_2DC055,30,4,Marketing Analyst,PhD,HireVue,59.17,0.456,6,81.31,,Confident,17.85,4.89,53,0.431,60.88,On Hold
CAND_FF4D68,33,10,Data Scientist,PhD,Teams,148.43,0.658,0,96.88,100.0,Neutral,26.58,,52,0.514,97.86,Hired
CAND_F7FDD9,42,20,UX Designer,PhD,Zoom,45.58,,11,97.75,99.52,Confident,19.28,5.68,44,0.499,61.59,Rejected
CAND_FF6CFB,29,6,Sales Executive,Associate,Teams,26.69,0.569,13,87.24,80.02,Confident,,4.88,53,0.326,39.89,Rejected
CAND_D22E70,28,12,Software Engineer,PhD,Google Meet,,0.556,10,100.0,66.07,Confident,20.45,4.2,51,0.624,70.01,Hired
CAND_9C3B09,36,16,Business Analyst,Associate,Zoom,67.16,0.943,9,98.55,75.99,Confident,18.69,4.84,38,0.78,67.6,Second Round
CAND_B7B024,28,6,Product Manager,Master's,Zoom,61.55,0.43,9,100.0,100.0,Confident,19.12,4.74,42,0.561,77.85,Hired
CAND_E52E8B,35,15,Data Scientist,Master's,HireVue,57.74,0.418,7,100.0,100.0,Confident,,4.94,52,0.095,70.14,Hired
CAND_BA6A95,29,6,HR Manager,Master's,Google Meet,58.23,0.386,13,100.0,100.0,Confident,20.89,4.78,38,0.521,78.99,Second Round
CAND_B87EF5,20,2,Business Analyst,Master's,Zoom,57.83,0.719,3,100.0,92.83,Confident,2.08,3.55,45,0.767,77.29,Hired
CAND_8D99F1,34,12,UX Designer,Associate,Teams,67.69,0.487,5,74.5,63.18,Neutral,32.05,6.04,33,0.229,69.15,Second Round
CAND_89F6DD,28,6,Sales Executive,Bachelor's,HireVue,64.43,0.794,9,100.0,90.8,Confident,17.42,4.92,25,0.452,76.65,Rejected
CAND_906AE8,23,4,Sales Executive,Master's,HireVue,60.5,0.394,15,89.7,93.43,Neutral,24.98,4.67,39,0.218,66.27,Rejected
CAND_5C4956,28,7,UX Designer,PhD,Google Meet,55.06,0.497,7,95.82,100.0,Confident,20.97,4.25,65,0.672,58.68,Rejected
CAND_D21132,34,12,Software Engineer,PhD,Teams,70.57,0.754,9,100.0,99.32,Confident,17.5,4.47,55,0.581,93.32,Hired
CAND_FA509F,34,12,HR Manager,Master's,Google Meet,86.85,0.664,11,100.0,100.0,Confident,8.79,3.89,51,0.344,90.82,Hired
CAND_20C756,28,5,Product Manager,Master's,Teams,73.54,0.326,9,100.0,43.27,Confident,6.68,4.61,42,0.66,85.67,Hired
CAND_858780,29,7,Sales Executive,Master's,HireVue,64.3,0.819,7,99.68,,Confident,22.2,4.25,28,0.187,86.88,Hired
CAND_9AB710,40,17,HR Manager,Master's,Teams,88.09,0.323,9,100.0,100.0,Confident,12.75,3.93,40,0.52,92.13,Hired
CAND_A5EB8A,20,0,UX Designer,Master's,Zoom,85.39,0.771,7,100.0,79.61,Confident,11.96,4.35,38,0.53,71.3,Rejected
CAND_0854A3,26,3,Sales Executive,Bachelor's,HireVue,50.46,0.39,11,100.0,80.1,Confident,3.27,,32,0.397,55.92,On Hold
CAND_60035C,32,3,Data Scientist,Associate,HireVue,52.11,0.838,8,94.45,100.0,Confident,6.94,4.06,45,0.389,65.64,Second Round
CAND_227730,28,6,Software Engineer,Associate,Teams,58.02,0.334,12,83.02,75.98,Neutral,9.42,4.11,47,0.515,74.91,Rejected
CAND_0B56A7,29,4,UX Designer,Bachelor's,Zoom,65.84,0.842,9,98.06,60.58,Confident,13.04,4.34,39,0.268,70.03,Second Round
CAND_5F20B5,24,5,Sales Executive,Bachelor's,HireVue,39.89,0.606,17,95.05,49.96,Confident,,4.53,50,0.391,64.95,Rejected
CAND_9B47BE,46,26,HR Manager,Master's,Google Meet,59.41,0.877,9,83.29,80.92,Confident,30.62,4.77,60,0.604,62.06,Rejected
CAND_E3392D,31,3,Software Engineer,Bachelor's,HireVue,57.07,0.39,5,100.0,88.03,Confident,8.08,3.49,59,0.562,69.28,Rejected
CAND_8E4A64,29,9,Software Engineer,PhD,HireVue,59.55,0.717,6,100.0,62.27,Neutral,9.72,3.85,42,0.085,75.15,Second Round
CAND_018344,20,0,UX Designer,Bachelor's,Google Meet,36.96,0.566,10,100.0,94.38,Confident,,3.92,31,0.647,49.33,Rejected
CAND_6381F3,26,2,Business Analyst,Bachelor's,Zoom,65.13,0.606,5,100.0,100.0,Confident,20.57,4.82,36,0.373,89.0,Second Round
CAND_8E12E2,42,23,Software Engineer,PhD,Google Meet,71.25,0.533,7,58.86,57.78,Neutral,40.48,5.73,58,0.575,78.95,Second Round
CAND_EB570E,28,7,Data Scientist,Master's,Teams,44.17,0.566,12,100.0,85.32,Confident,30.92,,37,0.09,57.84,Rejected
CAND_8164D7,35,11,Data Scientist,Associate,Teams,61.94,0.559,6,100.0,79.69,Confident,5.64,3.7,40,0.17,67.24,Hired
CAND_5FEE2B,21,0,Business Analyst,PhD,Google Meet,77.41,0.554,4,100.0,88.93,Confident,0.97,,26,0.567,86.37,Hired
CAND_B4F3CF,35,11,Marketing Analyst,Bachelor's,Zoom,79.87,0.324,3,95.96,100.0,Confident,11.32,4.21,55,0.989,72.62,Second Round
CAND_41C73C,35,14,Sales Executive,Bachelor's,HireVue,72.75,0.811,6,87.17,68.95,Neutral,23.32,5.11,48,0.474,70.86,Second Round
CAND_F42A00,28,10,Marketing Analyst,Associate,Google Meet,,0.522,8,100.0,85.15,Neutral,3.32,3.48,20,0.515,81.79,Rejected
CAND_5DB055,38,16,Data Scientist,Master's,HireVue,43.41,0.242,8,96.57,100.0,Confident,20.59,4.48,35,0.495,59.23,Rejected
CAND_6DB7A8,37,11,Product Manager,PhD,Zoom,49.88,0.607,10,73.02,74.79,Neutral,19.92,4.22,39,0.564,70.44,Second Round
CAND_0AFB39,38,16,Product Manager,Associate,Teams,66.21,0.744,9,100.0,85.19,Confident,13.41,3.58,36,0.38,63.48,Rejected
CAND_761D95,30,7,Software Engineer,PhD,HireVue,40.04,0.417,7,87.18,50.67,Confident,34.77,5.6,55,0.602,55.84,Rejected
CAND_1B5CFC,45,24,Product Manager,Associate,Google Meet,79.16,,3,100.0,97.23,Confident,13.01,4.39,46,0.713,75.73,Rejected
CAND_FA7C6B,31,11,Software Engineer,PhD,Teams,54.21,0.82,10,96.55,100.0,Confident,9.43,4.0,46,0.119,61.51,Rejected
CAND_5CE83E,45,25,Business Analyst,Associate,Google Meet,59.38,0.811,10,84.53,70.43,Confident,44.56,5.53,46,0.475,84.34,Hired
CAND_A96F04,29,10,Sales Executive,Associate,HireVue,62.1,0.576,12,78.48,70.59,Confident,29.69,4.91,56,0.715,61.32,Rejected
CAND_AB7017,20,0,Marketing Analyst,Master's,Google Meet,54.73,0.752,15,100.0,82.97,Confident,2.39,3.82,51,0.476,72.7,Hired
CAND_EC3833,33,13,Marketing Analyst,Bachelor's,Teams,39.1,0.592,16,97.43,89.31,Confident,11.19,3.66,45,0.345,55.31,Rejected
CAND_5B0936,26,3,Product Manager,Master's,Google Meet,83.37,0.414,7,100.0,100.0,Confident,8.73,3.83,62,0.19,90.38,Hired
CAND_B7ED05,25,2,Product Manager,Master's,Teams,45.93,0.562,15,100.0,60.42,Confident,11.67,5.79,44,0.616,59.41,Rejected
CAND_27D72B,32,9,Product Manager,Associate,Google Meet,54.7,0.541,11,100.0,94.91,Neutral,6.04,3.31,57,0.497,69.15,Second Round
CAND_41DD07,31,13,Software Engineer,PhD,Google Meet,89.36,0.605,8,100.0,79.28,Confident,4.02,4.27,52,1.0,90.54,Hired
CAND_F59D4F,41,16,Product Manager,PhD,Zoom,66.13,0.712,9,100.0,100.0,Confident,16.74,4.43,40,0.24,72.95,Second Round
CAND_4DFE94,37,15,Sales Executive,Master's,HireVue,39.54,0.418,15,73.24,71.25,Neutral,25.55,5.4,52,0.558,56.28,Rejected
CAND_CD6978,20,0,Software Engineer,PhD,Google Meet,58.44,0.436,8,100.0,87.72,Confident,11.37,3.91,48,0.244,79.22,Hired
CAND_13CB5B,22,0,Product Manager,Associate,Google Meet,26.62,0.596,14,78.68,86.47,Confident,,4.24,45,0.589,37.27,Rejected
CAND_D869C0,30,12,Sales Executive,Bachelor's,Teams,71.03,0.514,4,87.6,69.81,Confident,41.97,5.26,40,0.419,69.99,Rejected
CAND_8CEAC3,32,9,Software Engineer,Associate,Teams,78.21,0.589,10,100.0,95.89,Confident,21.13,4.15,51,0.296,95.35,Hired
CAND_14A3FD,24,0,Software Engineer,Master's,Teams,43.36,0.589,11,66.3,70.11,Neutral,34.29,4.98,57,0.394,55.27,On Hold
CAND_340555,24,0,UX Designer,Bachelor's,Zoom,72.91,0.273,8,99.31,100.0,Confident,,4.48,45,0.615,86.35,Hired
CAND_05DCE9,25,0,Data Scientist,Associate,Teams,74.86,0.604,13,100.0,98.55,Confident,8.94,3.86,49,0.344,84.04,Second Round
CAND_F57C22,20,0,Software Engineer,PhD,HireVue,74.98,0.326,7,100.0,100.0,Confident,20.16,4.21,48,0.488,87.67,Hired
CAND_958EBF,48,30,Business Analyst,Associate,Google Meet,65.8,0.927,9,100.0,,Confident,26.96,4.48,39,0.839,62.8,Rejected
CAND_BDAD1E,22,0,Sales Executive,Bachelor's,Teams,166.56,0.68,0,100.0,91.91,Confident,2.33,3.18,52,0.424,100.0,Hired
CAND_863F84,41,19,HR Manager,Associate,Google Meet,55.09,0.659,6,72.02,52.82,Neutral,40.73,6.81,41,0.792,70.92,Second Round
CAND_FC6016,26,1,HR Manager,Associate,Teams,38.14,0.863,10,82.27,59.04,Neutral,26.82,4.29,63,0.029,47.9,Rejected
CAND_85BA36,31,6,Data Scientist,Master's,Teams,60.94,0.592,8,100.0,81.57,Confident,11.83,4.91,47,0.141,84.7,Rejected
CAND_2DABA0,26,6,Business Analyst,Bachelor's,HireVue,51.91,0.507,13,62.66,44.77,Neutral,62.5,7.16,51,0.589,50.28,Rejected
CAND_A248B1,20,0,Marketing Analyst,Associate,Teams,34.22,0.633,9,84.86,78.24,Confident,14.15,4.94,61,0.926,55.91,Rejected
CAND_8B5D29,31,8,Product Manager,Master's,Teams,59.75,0.835,12,100.0,96.44,Confident,11.36,3.64,46,0.521,67.29,Rejected
CAND_7DF674,25,3,Sales Executive,Bachelor's,Google Meet,82.48,0.221,5,100.0,80.34,Confident,9.89,4.1,43,0.427,93.23,Hired
CAND_6487E0,24,2,Sales Executive,Associate,Teams,91.69,0.606,7,100.0,84.07,Confident,7.31,4.12,33,0.132,84.5,Second Round
CAND_8F0533,35,11,Sales Executive,Bachelor's,Google Meet,209.72,0.534,0,85.32,,Confident,31.73,7.12,60,0.627,100.0,Hired
CAND_53A611,38,20,UX Designer,Bachelor's,Zoom,70.5,0.591,5,81.07,62.8,Neutral,39.96,5.3,49,0.441,77.23,Second Round
CAND_70180E,24,3,Data Scientist,PhD,HireVue,81.29,0.66,8,85.2,65.38,Neutral,35.99,,26,0.461,76.2,Second Round
CAND_83E13A,21,0,Sales Executive,Bachelor's,Google Meet,61.6,0.503,5,73.71,,Neutral,40.35,5.94,58,0.321,72.2,Second Round
CAND_54F6A1,25,0,Marketing Analyst,Master's,Zoom,71.65,0.645,8,77.81,63.21,Neutral,,,53,0.168,61.61,Rejected
CAND_814756,28,4,Product Manager,PhD,Teams,67.68,0.376,8,100.0,96.79,Confident,4.02,3.07,41,0.672,80.06,Second Round
CAND_988524,20,0,HR Manager,PhD,Zoom,74.44,0.594,14,76.36,75.52,Confident,35.23,,56,0.019,77.33,Second Round
CAND_F1A6E6,39,11,Data Scientist,Master's,Teams,42.92,0.262,9,100.0,58.41,Confident,17.15,,46,0.435,49.36,Rejected
CAND_F34E44,20,0,Product Manager,PhD,Google Meet,67.63,0.592,10,87.7,95.2,Confident,49.73,5.42,57,0.755,71.23,Rejected
CAND_76611E,36,9,Marketing Analyst,PhD,Google Meet,73.38,0.469,5,89.91,,Confident,25.59,4.76,42,0.434,73.58,Rejected
CAND_B3BE78,40,11,Product Manager,Bachelor's,Teams,44.95,0.635,6,85.71,80.96,Confident,25.61,4.36,49,0.542,54.96,Rejected
CAND_0E6EA4,26,2,Sales Executive,Associate,Google Meet,46.6,0.402,11,87.73,78.17,Confident,19.14,,44,0.932,56.3,Rejected
CAND_96E10E,28,3,Data Scientist,Master's,Teams,51.3,0.796,7,95.91,70.79,Confident,24.44,,33,0.826,67.52,Hired
CAND_DE912B,39,16,Data Scientist,Associate,HireVue,55.93,0.63,3,78.41,50.26,Confident,31.08,5.08,45,0.085,58.43,Rejected
CAND_4C206E,35,9,Product Manager,Bachelor's,HireVue,62.01,,11,80.28,83.55,Neutral,33.1,5.19,55,0.668,72.23,Hired
CAND_285BC4,31,12,Business Analyst,Master's,HireVue,71.94,0.539,13,100.0,68.03,Confident,14.68,4.35,43,0.346,80.16,Rejected
CAND_D02BD2,23,0,Business Analyst,Master's,Google Meet,77.31,0.694,5,100.0,100.0,Confident,3.0,3.7,50,0.337,80.51,Rejected
CAND_17899B,31,8,Product Manager,Master's,Teams,30.16,0.667,8,95.46,100.0,Confident,15.56,4.36,41,0.416,68.06,Hired
CAND_44CA62,38,12,Data Scientist,Associate,Zoom,90.72,0.642,7,91.09,72.58,Confident,24.83,5.41,29,0.427,94.16,Hired
CAND_3D073A,25,1,HR Manager,Bachelor's,Teams,51.66,0.778,10,96.95,86.0,Confident,25.28,4.26,32,0.151,67.83,Second Round
CAND_B580DE,45,22,Software Engineer,Associate,Zoom,76.95,0.516,7,92.35,84.62,Confident,22.76,5.4,43,0.669,81.95,Rejected
CAND_C2DB5A,30,2,Marketing Analyst,Bachelor's,Zoom,43.57,0.405,11,100.0,100.0,Confident,8.17,3.65,41,0.418,53.18,On Hold
CAND_AD4635,27,5,UX Designer,Master's,Teams,57.89,0.582,5,100.0,100.0,Confident,12.0,3.53,45,0.123,71.15,Rejected
CAND_6E78FF,31,5,Product Manager,PhD,Google Meet,,0.554,15,86.64,70.86,Neutral,26.42,5.14,56,0.84,46.42,On Hold
CAND_A1D75F,26,5,UX Designer,Bachelor's,Zoom,51.41,0.666,6,97.55,100.0,Confident,24.26,4.05,36,0.342,58.47,Rejected
CAND_971DFC,35,8,UX Designer,Master's,Google Meet,55.04,0.682,4,75.04,78.04,Slouched,27.66,4.86,57,0.75,55.69,Rejected
CAND_88EF98,26,4,Software Engineer,Bachelor's,Teams,54.71,0.786,9,94.5,65.48,Confident,23.96,4.5,54,0.657,63.64,Rejected
CAND_CB25E1,25,0,Sales Executive,PhD,Teams,50.29,0.568,13,97.85,84.56,Confident,12.22,3.97,28,0.407,53.28,Rejected
CAND_152BD3,20,0,Product Manager,PhD,HireVue,53.35,0.608,12,78.62,26.66,Confident,44.99,6.46,49,0.257,59.81,Rejected
CAND_31A696,25,5,HR Manager,Bachelor's,Google Meet,34.35,0.638,10,100.0,88.99,Confident,3.13,3.62,47,0.658,56.97,Rejected
CAND_EAFF9B,27,0,Product Manager,Associate,Google Meet,59.76,0.469,13,98.12,82.04,Confident,16.21,4.23,37,0.797,71.98,Hired
CAND_71F598,21,0,Software Engineer,Bachelor's,Google Meet,63.9,,10,100.0,70.24,Confident,10.13,3.88,54,0.742,74.78,Rejected
CAND_BE0D31,23,0,Sales Executive,PhD,HireVue,36.89,0.722,7,67.12,50.05,Neutral,35.66,5.26,42,0.592,50.08,Rejected
CAND_93875A,33,7,HR Manager,Master's,Zoom,,0.62,11,56.18,61.83,Slouched,50.02,8.25,44,0.795,60.17,Rejected
CAND_5F975C,22,0,Business Analyst,Master's,Zoom,59.12,0.601,10,100.0,99.53,Confident,25.71,4.47,36,0.516,75.19,Second Round
CAND_6D5B4F,34,12,Data Scientist,Associate,HireVue,49.4,0.529,6,98.89,91.77,Confident,5.72,,47,0.664,73.41,Second Round
CAND_0199B6,35,20,Data Scientist,Bachelor's,Teams,66.87,0.45,6,100.0,70.65,Confident,19.07,4.85,42,0.0,78.68,Rejected
CAND_BC95D0,20,0,Data Scientist,Master's,Zoom,56.3,0.773,14,87.37,81.38,Confident,28.5,,44,0.496,63.44,Rejected
CAND_7CF2F2,25,2,UX Designer,Associate,Zoom,44.42,0.617,11,100.0,75.06,Confident,7.67,3.37,49,1.0,53.56,Rejected
CAND_F439D6,20,0,Sales Executive,PhD,Google Meet,46.11,0.719,6,74.69,69.18,Neutral,39.48,5.01,50,0.661,50.97,Rejected
CAND_E75EA5,41,20,HR Manager,PhD,HireVue,55.06,0.647,8,100.0,75.52,Confident,,5.16,42,0.507,62.91,Rejected
CAND_283FB1,20,0,Sales Executive,PhD,Teams,41.15,0.577,10,91.86,,Neutral,11.42,3.54,39,0.465,62.34,Rejected
CAND_F33B38,30,10,Data Scientist,PhD,HireVue,60.56,0.95,7,84.85,86.08,Confident,24.47,4.35,58,0.522,69.88,Hired
CAND_17271B,30,8,Product Manager,Bachelor's,Zoom,57.91,0.595,9,90.13,75.68,Confident,7.4,3.31,46,0.41,58.23,Rejected
CAND_4EB48C,24,0,Sales Executive,Bachelor's,Teams,29.82,0.477,11,90.39,93.01,Confident,21.0,4.24,27,0.417,50.69,Rejected
CAND_E7E6B0,29,7,Product Manager,PhD,Zoom,50.14,0.501,9,83.1,83.73,Neutral,27.2,4.49,57,0.543,59.27,Rejected
CAND_93E777,32,4,Sales Executive,Associate,Teams,47.64,0.562,3,61.44,60.23,Slouched,47.75,7.32,41,0.417,48.31,Rejected
CAND_9285EB,37,13,Sales Executive,PhD,Google Meet,58.15,0.478,9,100.0,,Confident,16.09,3.94,47,0.512,76.07,Second Round
CAND_F59930,20,0,Software Engineer,Bachelor's,HireVue,89.65,0.847,10,100.0,67.36,Confident,18.33,4.6,39,0.364,85.43,Hired
CAND_14CB6E,37,12,HR Manager,Associate,Google Meet,68.21,0.431,5,75.42,68.8,Neutral,55.15,7.27,45,0.014,81.29,Hired
CAND_8C7ECB,20,0,Sales Executive,Bachelor's,Zoom,53.77,0.377,15,100.0,68.11,Confident,10.69,3.98,55,0.727,68.24,Second Round
CAND_3957CC,21,0,Marketing Analyst,Master's,HireVue,70.53,,8,99.89,61.58,Confident,34.99,4.88,45,0.581,76.25,Rejected
CAND_6E3A10,24,0,HR Manager,Associate,Zoom,54.64,0.596,6,80.19,53.09,Neutral,12.32,3.7,50,0.715,63.62,Rejected
CAND_8B3BAE,23,0,Sales Executive,Associate,Teams,78.13,0.818,6,100.0,100.0,Confident,9.77,3.64,37,0.576,79.38,Second Round
CAND_26F14D,20,0,Marketing Analyst,Associate,HireVue,58.4,0.695,7,100.0,71.98,Confident,26.9,4.36,32,0.63,65.07,Second Round
CAND_709A02,34,14,Marketing Analyst,PhD,Zoom,57.34,0.707,9,85.24,,Confident,30.69,4.95,37,0.484,60.77,Rejected
CAND_D8CAE4,39,14,Business Analyst,Bachelor's,Google Meet,161.58,0.501,0,79.17,85.49,Confident,32.69,4.82,37,0.927,98.8,Hired
CAND_9D2235,20,0,Business Analyst,Associate,Google Meet,88.48,0.618,4,100.0,,Confident,2.09,3.57,60,0.362,91.47,Hired
CAND_DB6D56,28,6,UX Designer,PhD,Zoom,66.24,0.666,12,100.0,100.0,Confident,7.62,4.3,44,0.318,58.15,Rejected
CAND_95E976,27,8,Marketing Analyst,Bachelor's,Google Meet,38.31,0.61,15,87.88,80.14,Confident,32.64,4.71,36,0.724,43.47,On Hold
CAND_7D282D,26,3,Software Engineer,Associate,HireVue,70.99,0.629,5,86.11,69.37,Neutral,41.93,6.23,71,0.834,89.1,Hired
CAND_DD9D69,29,0,Marketing Analyst,Bachelor's,HireVue,60.57,0.399,9,100.0,100.0,Confident,13.79,3.95,52,0.0,67.54,Second Round
CAND_D417B6,42,22,HR Manager,Associate,Google Meet,75.05,0.582,7,91.19,67.49,Confident,26.18,5.29,50,0.645,96.34,Hired
CAND_BAF611,26,1,Data Scientist,Master's,Google Meet,66.81,0.604,5,84.83,77.75,Confident,30.0,4.39,37,0.465,68.55,Second Round
CAND_FE6866,38,17,Business Analyst,Master's,Google Meet,35.62,,19,96.21,98.52,Neutral,13.28,4.0,66,0.298,56.25,Rejected
CAND_4C72AD,27,0,UX Designer,Associate,Zoom,64.32,0.424,15,100.0,72.54,Confident,22.4,4.89,31,0.578,67.21,Second Round
CAND_710D77,31,12,UX Designer,PhD,Google Meet,86.42,0.669,3,100.0,98.41,Neutral,31.27,5.56,41,0.534,75.41,Rejected
CAND_D6BC36,23,0,HR Manager,Master's,Zoom,58.54,0.777,10,100.0,100.0,Confident,13.56,4.43,46,0.911,65.71,Rejected
CAND_0936DB,23,5,Data Scientist,PhD,Google Meet,59.91,0.483,15,99.47,87.41,Confident,19.19,,31,0.49,69.28,Rejected
CAND_AB087C,28,2,Sales Executive,Associate,Teams,42.41,0.513,17,98.35,100.0,Confident,2.99,3.53,47,0.759,57.11,Rejected
CAND_BE6C4D,32,9,Marketing Analyst,PhD,HireVue,42.2,0.738,12,92.4,71.27,Confident,13.84,4.36,40,0.525,54.64,On Hold
CAND_712122,40,17,HR Manager,Associate,Google Meet,36.69,0.524,10,100.0,95.29,Confident,5.77,3.82,37,0.648,62.93,Rejected
CAND_B4584B,20,4,Product Manager,Bachelor's,Teams,48.85,0.751,12,95.3,100.0,Neutral,22.5,4.61,52,0.4,59.91,Rejected
CAND_129520,21,0,Sales Executive,PhD,HireVue,99.03,0.801,6,87.1,71.24,Slouched,14.97,4.68,54,0.606,81.64,Hired
CAND_B3D944,46,27,Software Engineer,Master's,Google Meet,58.71,0.646,8,100.0,74.63,Confident,21.35,4.62,25,0.256,69.26,Rejected
CAND_0E3148,20,0,Marketing Analyst,Associate,HireVue,67.19,0.783,8,81.41,93.73,Confident,22.94,5.39,44,0.722,62.25,Rejected
CAND_B7FCB8,31,10,UX Designer,Associate,Google Meet,69.01,0.52,6,100.0,100.0,Confident,17.33,4.5,44,0.594,84.4,Hired
CAND_D9BB24,27,2,Product Manager,PhD,Teams,63.44,0.466,7,98.98,89.8,Neutral,5.33,,31,0.348,73.62,Rejected
CAND_401970,47,23,UX Designer,Bachelor's,Teams,45.94,0.753,8,79.23,70.34,Neutral,22.1,5.35,53,0.597,62.91,Rejected
CAND_6650E6,20,0,Sales Executive,Associate,HireVue,63.19,0.655,11,87.43,72.48,Confident,23.23,4.84,34,0.277,71.99,Second Round
CAND_AE98E1,23,0,UX Designer,Master's,Google Meet,44.11,0.667,12,100.0,67.89,Confident,2.74,3.52,39,0.991,62.45,Rejected
CAND_CF51F4,30,2,Marketing Analyst,Master's,Zoom,69.39,0.473,7,100.0,85.65,Confident,0.96,,44,0.545,78.0,Second Round
CAND_B84F09,23,0,Software Engineer,Bachelor's,Zoom,72.22,0.692,2,100.0,100.0,Neutral,8.95,3.74,41,0.247,84.03,Second Round
CAND_C755B6,28,5,Data Scientist,Associate,Google Meet,54.16,0.661,7,76.46,47.68,Confident,48.2,6.98,35,0.434,48.2,Rejected
CAND_3A6EC3,34,13,HR Manager,Master's,Teams,62.63,0.544,17,100.0,91.29,Confident,4.44,3.89,58,0.788,66.96,Hired
